experiment,iteration,cluster,cpu_used,cpu_alloc,cpu_util,memory_used,memory_alloc,memory_util
3,5,mec19,2.1,4.0,53.0,1799185664.0,4022013952.0,44.7
3,5,mec24,2.7,4.0,67.0,2728224000.0,4022022144.0,67.8
3,5,mec25,3.2,4.0,79.0,2700961024.0,4022013952.0,67.2
3,5,mec26,3.1,4.0,77.5,2498585856.0,4022013952.0,62.1
3,5,mec23,3.0,4.0,73.8,2484954368.0,4022022144.0,61.8
3,5,mec3,4.2,8.0,51.9,3287115008.0,8242675712.0,39.9
3,5,mec4,3.9,8.0,49.0,3361563904.0,8242683904.0,40.8
3,5,mec5,4.6,8.0,57.8,4022166784.0,8242683904.0,48.8
3,5,mec6,4.4,8.0,54.9,4618806528.0,8242683904.0,56.0
3,5,mec7,4.4,8.0,55.0,4600980736.0,8242675712.0,55.8
3,5,mec1,3.8,12.0,31.2,3667748096.0,12457054208.0,29.4
4,1,mec12,3.1,4.0,77.2,2512217344.0,4022013952.0,62.5
4,1,mec13,2.7,4.0,68.0,2780652800.0,4022022144.0,69.1
4,1,mec14,2.8,4.0,70.5,2492294400.0,4022013952.0,62.0
4,1,mec11,2.1,4.0,51.7,1811768576.0,4022013952.0,45.0
4,1,mec16,3.0,4.0,76.0,2634900736.0,4022013952.0,65.5
4,1,mec17,3.1,4.0,77.8,2468177152.0,4022013952.0,61.4
4,1,mec18,3.1,4.0,76.5,2738709760.0,4022013952.0,68.1
4,1,mec15,3.0,4.0,75.2,2432525568.0,4022013952.0,60.5
